LineId,Device,Month,Date,Time,Type,Component,Content,EventId,EventTemplate,ParameterList
1,mail.onion.com,Mar,3,09:50:09,mail,dovecot,"imap(tyisha): Error: file_dotlock_create(/var/mail/tyisha) failed: Permission denied (euid=1014(tyisha) egid=1014(tyisha) missing +w perm: /var/mail, we're not in group 8(mail), dir owned by 0:8 mode=0775) (set mail_privileged_group=mail)",f49657b2,"imap(<*>): Error: file_dotlock_create(<*>) failed: Permission denied (euid=<*>(<*>) egid=<*>(<*>) missing +w perm: /<*>, we're not in group <*>(<*>), dir owned by <*>:<*> mode=<*>) (set mail_privileged_group=<*>)","['tyisha', '/var/mail/tyisha', '1014(tyisha', '1014(tyisha', 'var/mail', '8(mail', '0:8', '0775', 'mail']"
2,mail.onion.com,Mar,3,09:50:09,mail,dovecot,imap(tyisha): Logged out in=79 out=879,7edba00f,imap(<*>): Logged out in=<*> out=<*>,"['tyisha', '79', '879']"
3,mail.onion.com,Mar,3,09:50:13,mail,dovecot,"imap-login: Login: user=<tyisha>, method=PLAIN, rip=127.0.0.1, lip=127.0.0.1, mpid=14038, secured, session=<ovDsOvCfPIB/AAAB>",19d70957,"imap-login: Login: user=<<*>>, method=<*>, rip=<*>, lip=<*>, mpid=<*>, secured, <*>","['<tyisha>', 'PLAIN', '127.0.0.1', '127.0.0.1', '14038', 'session=<ovDsOvCfPIB/AAAB>']"
4,mail.onion.com,Mar,3,09:50:13,mail,dovecot,imap(tyisha): Logged out in=39 out=551,7edba00f,imap(<*>): Logged out in=<*> out=<*>,"['tyisha', '39', '551']"
5,mail.onion.com,Mar,3,09:50:13,mail,dovecot,"imap-login: Login: user=<tyisha>, method=PLAIN, rip=127.0.0.1, lip=127.0.0.1, mpid=14040, secured, session=<DdrzOvCfPoB/AAAB>",19d70957,"imap-login: Login: user=<<*>>, method=<*>, rip=<*>, lip=<*>, mpid=<*>, secured, <*>","['<tyisha>', 'PLAIN', '127.0.0.1', '127.0.0.1', '14040', 'session=<DdrzOvCfPoB/AAAB>']"
6,mail.onion.com,Mar,3,09:50:13,mail,dovecot,"imap(tyisha): Error: file_dotlock_create(/var/mail/tyisha) failed: Permission denied (euid=1014(tyisha) egid=1014(tyisha) missing +w perm: /var/mail, we're not in group 8(mail), dir owned by 0:8 mode=0775) (set mail_privileged_group=mail)",f49657b2,"imap(<*>): Error: file_dotlock_create(<*>) failed: Permission denied (euid=<*>(<*>) egid=<*>(<*>) missing +w perm: /<*>, we're not in group <*>(<*>), dir owned by <*>:<*> mode=<*>) (set mail_privileged_group=<*>)","['tyisha', '/var/mail/tyisha', '1014(tyisha', '1014(tyisha', 'var/mail', '8(mail', '0:8', '0775', 'mail']"
7,mail.onion.com,Mar,3,09:50:13,mail,dovecot,imap(tyisha): Logged out in=347 out=7910,7edba00f,imap(<*>): Logged out in=<*> out=<*>,"['tyisha', '347', '7910']"
8,mail.onion.com,Mar,3,09:50:20,mail,dovecot,"imap-login: Login: user=<tyisha>, method=PLAIN, rip=127.0.0.1, lip=127.0.0.1, mpid=14043, secured, session=<XI1iO/CfQIB/AAAB>",19d70957,"imap-login: Login: user=<<*>>, method=<*>, rip=<*>, lip=<*>, mpid=<*>, secured, <*>","['<tyisha>', 'PLAIN', '127.0.0.1', '127.0.0.1', '14043', 'session=<XI1iO/CfQIB/AAAB>']"
9,mail.onion.com,Mar,3,09:50:20,mail,dovecot,"imap(tyisha): Error: file_dotlock_create(/var/mail/tyisha) failed: Permission denied (euid=1014(tyisha) egid=1014(tyisha) missing +w perm: /var/mail, we're not in group 8(mail), dir owned by 0:8 mode=0775) (set mail_privileged_group=mail)",f49657b2,"imap(<*>): Error: file_dotlock_create(<*>) failed: Permission denied (euid=<*>(<*>) egid=<*>(<*>) missing +w perm: /<*>, we're not in group <*>(<*>), dir owned by <*>:<*> mode=<*>) (set mail_privileged_group=<*>)","['tyisha', '/var/mail/tyisha', '1014(tyisha', '1014(tyisha', 'var/mail', '8(mail', '0:8', '0775', 'mail']"
10,mail.onion.com,Mar,3,09:50:20,mail,dovecot,imap(tyisha): Logged out in=283 out=7826,7edba00f,imap(<*>): Logged out in=<*> out=<*>,"['tyisha', '283', '7826']"
11,mail.onion.com,Mar,3,09:50:24,mail,dovecot,"imap-login: Login: user=<tyisha>, method=PLAIN, rip=127.0.0.1, lip=127.0.0.1, mpid=14045, secured, session=<WxCTO/CfQoB/AAAB>",19d70957,"imap-login: Login: user=<<*>>, method=<*>, rip=<*>, lip=<*>, mpid=<*>, secured, <*>","['<tyisha>', 'PLAIN', '127.0.0.1', '127.0.0.1', '14045', 'session=<WxCTO/CfQoB/AAAB>']"
12,mail.onion.com,Mar,3,09:50:24,mail,dovecot,imap(tyisha): Logged out in=39 out=551,7edba00f,imap(<*>): Logged out in=<*> out=<*>,"['tyisha', '39', '551']"
13,mail.onion.com,Mar,3,09:50:37,mail,dovecot,"imap-login: Login: user=<tyisha>, method=PLAIN, rip=127.0.0.1, lip=127.0.0.1, mpid=14050, secured, session=<1dtfPPCfRIB/AAAB>",19d70957,"imap-login: Login: user=<<*>>, method=<*>, rip=<*>, lip=<*>, mpid=<*>, secured, <*>","['<tyisha>', 'PLAIN', '127.0.0.1', '127.0.0.1', '14050', 'session=<1dtfPPCfRIB/AAAB>']"
14,mail.onion.com,Mar,3,09:50:37,mail,dovecot,imap(tyisha): Logged out in=1025 out=548,7edba00f,imap(<*>): Logged out in=<*> out=<*>,"['tyisha', '1025', '548']"
15,mail.onion.com,Mar,3,09:50:53,mail,dovecot,"imap-login: Login: user=<idella>, method=PLAIN, rip=127.0.0.1, lip=127.0.0.1, mpid=14054, secured, session=<8x5LPfCfRoB/AAAB>",19d70957,"imap-login: Login: user=<<*>>, method=<*>, rip=<*>, lip=<*>, mpid=<*>, secured, <*>","['<idella>', 'PLAIN', '127.0.0.1', '127.0.0.1', '14054', 'session=<8x5LPfCfRoB/AAAB>']"
