LineId,Device,Month,Date,Time,Type,Component,Content,EventId,EventTemplate,ParameterList
1,mail.onion.com,Mar,4,19:40:14,mail,dovecot,imap(malia): Logged out in=79 out=878,7edba00f,imap(<*>): Logged out in=<*> out=<*>,"['malia', '79', '878']"
2,mail.onion.com,Mar,4,19:40:19,mail,dovecot,"imap-login: Login: user=<malia>, method=PLAIN, rip=127.0.0.1, lip=127.0.0.1, mpid=12633, secured, session=<KaQplwyg6rp/AAAB>",19d70957,"imap-login: Login: user=<<*>>, method=<*>, rip=<*>, lip=<*>, mpid=<*>, secured, <*>","['<malia>', 'PLAIN', '127.0.0.1', '127.0.0.1', '12633', 'session=<KaQplwyg6rp/AAAB>']"
3,mail.onion.com,Mar,4,19:40:19,mail,dovecot,"imap(malia): Error: file_dotlock_create(/var/mail/malia) failed: Permission denied (euid=1016(malia) egid=1016(malia) missing +w perm: /var/mail, we're not in group 8(mail), dir owned by 0:8 mode=0775) (set mail_privileged_group=mail)",f49657b2,"imap(<*>): Error: file_dotlock_create(<*>) failed: Permission denied (euid=<*>(<*>) egid=<*>(<*>) missing +w perm: /<*>, we're not in group <*>(<*>), dir owned by <*>:<*> mode=<*>) (set mail_privileged_group=<*>)","['malia', '/var/mail/malia', '1016(malia', '1016(malia', 'var/mail', '8(mail', '0:8', '0775', 'mail']"
4,mail.onion.com,Mar,4,19:40:19,mail,dovecot,imap(malia): Logged out in=363 out=10741,7edba00f,imap(<*>): Logged out in=<*> out=<*>,"['malia', '363', '10741']"
5,mail.onion.com,Mar,4,19:40:21,mail,dovecot,"imap-login: Login: user=<tressa>, method=PLAIN, rip=127.0.0.1, lip=127.0.0.1, mpid=12636, secured, session=<oGRClwyg7Lp/AAAB>",19d70957,"imap-login: Login: user=<<*>>, method=<*>, rip=<*>, lip=<*>, mpid=<*>, secured, <*>","['<tressa>', 'PLAIN', '127.0.0.1', '127.0.0.1', '12636', 'session=<oGRClwyg7Lp/AAAB>']"
6,mail.onion.com,Mar,4,19:40:21,mail,dovecot,"imap(tressa): Error: file_dotlock_create(/var/mail/tressa) failed: Permission denied (euid=1009(tressa) egid=1009(tressa) missing +w perm: /var/mail, we're not in group 8(mail), dir owned by 0:8 mode=0775) (set mail_privileged_group=mail)",f49657b2,"imap(<*>): Error: file_dotlock_create(<*>) failed: Permission denied (euid=<*>(<*>) egid=<*>(<*>) missing +w perm: /<*>, we're not in group <*>(<*>), dir owned by <*>:<*> mode=<*>) (set mail_privileged_group=<*>)","['tressa', '/var/mail/tressa', '1009(tressa', '1009(tressa', 'var/mail', '8(mail', '0:8', '0775', 'mail']"
7,mail.onion.com,Mar,4,19:40:21,mail,dovecot,imap(tressa): Logged out in=79 out=879,7edba00f,imap(<*>): Logged out in=<*> out=<*>,"['tressa', '79', '879']"
8,mail.onion.com,Mar,4,19:40:30,mail,dovecot,"imap-login: Login: user=<malia>, method=PLAIN, rip=127.0.0.1, lip=127.0.0.1, mpid=12639, secured, session=<fUbUlwyg7rp/AAAB>",19d70957,"imap-login: Login: user=<<*>>, method=<*>, rip=<*>, lip=<*>, mpid=<*>, secured, <*>","['<malia>', 'PLAIN', '127.0.0.1', '127.0.0.1', '12639', 'session=<fUbUlwyg7rp/AAAB>']"
9,mail.onion.com,Mar,4,19:40:30,mail,dovecot,"imap(malia): Error: file_dotlock_create(/var/mail/malia) failed: Permission denied (euid=1016(malia) egid=1016(malia) missing +w perm: /var/mail, we're not in group 8(mail), dir owned by 0:8 mode=0775) (set mail_privileged_group=mail)",f49657b2,"imap(<*>): Error: file_dotlock_create(<*>) failed: Permission denied (euid=<*>(<*>) egid=<*>(<*>) missing +w perm: /<*>, we're not in group <*>(<*>), dir owned by <*>:<*> mode=<*>) (set mail_privileged_group=<*>)","['malia', '/var/mail/malia', '1016(malia', '1016(malia', 'var/mail', '8(mail', '0:8', '0775', 'mail']"
10,mail.onion.com,Mar,4,19:40:30,mail,dovecot,imap(malia): Logged out in=299 out=10658,7edba00f,imap(<*>): Logged out in=<*> out=<*>,"['malia', '299', '10658']"
11,mail.onion.com,Mar,4,19:40:35,mail,dovecot,"imap-login: Login: user=<malia>, method=PLAIN, rip=127.0.0.1, lip=127.0.0.1, mpid=12641, secured, session=<ElYUmAyg8Lp/AAAB>",19d70957,"imap-login: Login: user=<<*>>, method=<*>, rip=<*>, lip=<*>, mpid=<*>, secured, <*>","['<malia>', 'PLAIN', '127.0.0.1', '127.0.0.1', '12641', 'session=<ElYUmAyg8Lp/AAAB>']"
